service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
"T3+aa2#8","0","0","0","0","0","0","1","20200228","20200301"
"T3+aa2#9","0","0","0","0","0","0","1","20200320","20200322"
"T3+bh100","0","0","0","0","0","0","1","20191215","20200403"
"T3+bu","1","0","0","1","0","0","1","20191215","20200613"
"T3+bv","0","0","1","0","1","0","1","20191215","20200613"
"T3+bx","1","0","0","1","1","0","1","20191215","20200613"
"T3+c3200","1","0","0","0","0","0","1","20200404","20200419"
"T3+cb","1","0","0","1","0","0","1","20191215","20200613"
"T3+ce","0","0","1","0","0","0","1","20191215","20200613"
"T3+ce#1","0","0","1","0","0","0","1","20191215","20200613"
"T3+ce#2","0","0","1","0","0","0","1","20191215","20200613"
"T3+cf","1","0","0","1","1","0","1","20191215","20200613"
"T3+cf#1","1","0","0","1","1","0","1","20191215","20200613"
"T3+cf#2","1","0","0","1","1","0","1","20191215","20200613"
"T3+cf#3","1","0","0","1","1","0","1","20191215","20200613"
"T3+eg","0","0","0","0","0","0","1","20191215","20200613"
"T3+i9200","1","0","0","1","0","0","1","20200420","20200613"
"T3+k2200","0","0","0","0","0","0","1","20191215","20200403"
"T3+kh200","0","0","0","0","0","0","1","20200323","20200613"
"T3+p2200","0","0","0","0","0","0","1","20191215","20200403"
"T3+r2200","1","0","1","1","0","0","1","20191215","20200403"
"T3+r9","0","0","0","0","0","0","1","20191215","20200613"
"T3+r9#1","0","0","0","0","0","0","1","20191215","20200613"
"T3+wa","0","0","1","0","0","0","0","20191215","20200613"
"T3+wa#1","0","0","1","0","0","0","0","20191215","20200613"
"T3+wa#2","0","0","1","0","0","0","0","20191215","20200613"
"T3+wa#3","0","0","1","0","0","0","0","20191215","20200613"
"T3+wa#4","0","0","1","0","0","0","0","20191215","20200613"
"T3+wa#5","0","0","1","0","0","0","0","20191215","20200613"
"T3+wa#6","0","0","1","0","0","0","0","20191215","20200613"
"T3+wa#7","0","0","1","0","0","0","0","20191215","20200613"
"T3+wb","0","0","0","0","0","0","1","20191215","20200613"
"T3+wb#1","0","0","0","0","0","0","1","20191215","20200613"
"T3+wb#2","0","0","0","0","0","0","1","20191215","20200613"
"T3+wb#3","0","0","0","0","0","0","1","20191215","20200613"
"T3+wc","1","0","0","0","0","0","0","20191215","20200613"
"T3+wc#1","1","0","0","0","0","0","0","20191215","20200613"
"T3+wc#2","1","0","0","0","0","0","0","20191215","20200613"
"T3+wd","0","0","0","0","0","0","1","20191215","20200613"
"T3+wd#1","1","0","0","0","1","0","1","20200405","20200419"
"T3+wd#2","1","0","0","1","1","0","1","20200411","20200613"
"T3+wd#3","0","0","0","0","0","0","1","20191215","20200613"
"T3+wd#4","1","0","0","0","1","0","1","20200404","20200419"
"T3+wd,93","0","0","1","0","1","0","1","20191215","20200613"
"T3+wd,93#1","0","0","0","0","1","0","1","20200404","20200419"
"T3+wr","1","0","0","1","0","0","1","20200601","20200613"
"T3+wr#1","0","0","0","0","0","0","1","20191215","20200613"
"T3+wr#2","1","0","0","1","1","0","1","20200203","20200613"
"T3+x2","0","0","0","0","0","0","1","20191215","20200613"
"T3+x2#1","0","0","0","0","0","0","1","20191215","20200613"
"T6","0","0","0","0","1","0","0","20200212","20200216"
"T6#1","0","0","0","0","1","0","0","20200131","20200131"
"T6#2","0","0","0","0","1","0","0","20200421","20200424"
"T6#3","0","0","0","0","1","0","0","20200110","20200112"
"T6#4","0","0","0","0","1","0","0","20200320","20200323"
"T6#5","0","0","0","0","1","0","0","20200327","20200330"
"T6+ad100","0","0","0","0","1","0","0","20200215","20200229"
"UH","0","0","0","0","0","0","1","20200212","20200216"
"UH#1","0","0","0","0","0","0","1","20200307","20200316"
"UH#2","0","0","0","0","0","0","1","20200111","20200113"
"UH#3","0","0","0","0","0","0","1","20200118","20200203"
"UH#4","0","0","0","0","0","0","1","20200215","20200229"
"UH#5","0","0","0","0","0","0","1","20200320","20200323"
"UH#6","0","0","0","0","0","0","1","20200327","20200330"
"UH+bd100","0","0","0","0","0","0","1","20200215","20200229"
"UK","0","1","1","1","1","0","0","20191215","20200613"
"UL","0","1","0","0","0","0","0","20200128","20200130"
"UL#1","0","1","0","0","0","0","0","20200421","20200424"
"UL#2","0","1","0","0","0","0","0","20200324","20200325"
"UM","0","0","1","0","0","0","0","20200128","20200130"
"UM#1","0","0","1","0","0","0","0","20200212","20200216"
"UM#2","0","0","1","0","0","0","0","20200421","20200424"
"UM#3","0","0","1","0","0","0","0","20200325","20200327"
"UN","0","0","0","1","0","0","0","20200109","20200109"
"UN#1","0","0","0","1","0","0","0","20200128","20200130"
"UN#2","0","0","0","1","0","0","0","20200212","20200216"
"UN#3","0","0","0","1","0","0","0","20200421","20200424"
"UN#4","0","0","0","1","0","0","0","20200325","20200327"
